t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,fly,94.50,10.00,0.378,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.378,0.378,0.00,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.10,fly,94.50,10.00,0.512,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.512,0.513,0.00,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.20,fly,94.50,10.00,0.522,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.522,0.523,0.00,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.30,fly,94.50,10.00,0.532,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.2,0.00,0.532,0.533,0.00,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.40,fly,94.50,10.00,0.540,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.540,0.541,0.04,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.50,fly,94.52,9.98,0.548,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.548,0.549,0.07,0,0,0,219.1,0.0,0.0,50.9,0.00,0
0.60,fly,94.61,9.89,0.527,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.527,0.529,0.63,0,0,0,219.1,0.0,0.1,50.9,0.00,0
0.70,fly,94.82,9.68,0.469,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.469,0.473,1.80,0,0,0,219.1,0.1,0.1,50.9,0.00,0
0.80,fly,95.15,9.35,0.403,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.2,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.403,0.408,3.02,0,25,0,219.1,0.1,0.2,50.9,0.00,0
0.90,fly,95.57,8.93,0.345,1,1888.4,355.9,0.0,0.0,0.00,0.00,51,51,-1,0.0,0.0,-0.0,0.2,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.345,0.347,3.99,0,25,0,219.1,0.1,0.1,50.9,0.00,0
